Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
W12 8DZ,Yes,51.501886,-0.228463,523058,179593,TQ230795,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",2015-12-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001896
W12 8EA,Yes,51.504308,-0.228052,523080,179863,TQ230798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8EB,No,51.50286,-0.229261,523000,179700,TQ230796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,1995-07-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001940
W12 8ED,Yes,51.502967,-0.228003,523087,179714,TQ230797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001940
W12 8EE,Yes,51.504056,-0.227471,523121,179836,TQ231798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8EF,No,51.504221,-0.228301,523063,179853,TQ230798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,1998-06-01,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8EG,Yes,51.502068,-0.227404,523131,179615,TQ231796,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001896
W12 8EH,Yes,51.502068,-0.227404,523131,179615,TQ231796,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001896
W12 8EJ,Yes,51.501593,-0.229887,522960,179558,TQ229795,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001895
W12 8EL,No,51.501741,-0.229031,523019,179576,TQ230795,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1982-03-01,2003-08-01,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001896
W12 8EN,Yes,51.50131,-0.231425,522854,179524,TQ228795,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001895
W12 8EP,Yes,51.500387,-0.234039,522675,179417,TQ226794,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001928
W12 8EQ,No,51.50194,-0.227856,523100,179600,TQ230796,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1992-01-01,1992-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001896
W12 8ER,Yes,51.49996,-0.236721,522490,179365,TQ224793,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001928
W12 8ES,Yes,51.499225,-0.236894,522480,179283,TQ224792,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1996-06-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001928
W12 8ET,Yes,51.499822,-0.237692,522423,179348,TQ224793,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001928
W12 8EU,Yes,51.499071,-0.240991,522196,179259,TQ221792,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001930
W12 8EW,No,51.502838,-0.227821,523100,179700,TQ231796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1991-09-01,1995-01-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001940
W12 8EX,No,51.499417,-0.23948,522300,179300,TQ222792,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1993-01-01,1994-05-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001930
W12 8EY,No,51.499438,-0.24092,522200,179300,TQ221792,"Ravenscourt Park","Hammersmith and Fulham, unparished area",1980-01-01,1995-12-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001930
W12 8EZ,Yes,51.503474,-0.226346,523201,179773,TQ232797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8FA,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2001-06-01,2002-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FB,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2001-06-01,2002-05-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FD,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FE,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FF,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-12-01,2002-05-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FG,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-06-01,2003-08-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FH,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-06-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FJ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-06-01,2002-05-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FL,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-06-01,2001-08-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FN,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-06-01,2002-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FP,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2001-05-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8FQ,Yes,51.501783,-0.231686,522835,179576,TQ228795,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2016-09-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001940
W12 8FR,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2001-09-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FS,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2000-10-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8FT,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FW,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2000-06-01,2001-12-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8FX,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2010-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GA,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2000-06-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GB,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2001-09-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GD,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-12-01,2000-06-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GE,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-06-01,2000-10-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GF,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-06-01,2000-10-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GG,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,2006-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GH,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,1999-12-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GJ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,2002-11-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GL,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,2002-11-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GN,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,2002-11-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GP,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,1998-12-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GQ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GR,No,51.503709,-0.227096,523148,179798,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-06-01,1998-12-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GS,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GT,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-12-01,2006-01-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GU,No,51.5037,-0.22711,523147,179797,TQ231797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,1998-06-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001941
W12 8GW,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GX,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,2003-05-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GY,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,2004-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8GZ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8HA,Yes,51.502336,-0.227898,523096,179644,TQ230796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001940
W12 8HB,No,51.50194,-0.227856,523100,179600,TQ230796,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1980-01-01,1994-05-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001896
W12 8HD,Yes,51.502061,-0.22935,522996,179611,TQ229796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001940
W12 8HE,No,51.502919,-0.229561,522979,179706,TQ229797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,2001-06-01,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001940
