Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
SW3 4SN,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4SP,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1983-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4SQ,No,51.490605,-0.158706,527931,178458,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2007-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.248096,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRR+6G
SW3 4SR,Yes,51.48687,-0.159116,527913,178042,TQ279780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",248,2,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,11,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014596,E14000629,18319,1,0,2019-11-23,"Sloane Square",0.636528,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPR+P9
SW3 4SS,No,51.488293,-0.159246,527900,178200,TQ278781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1984-10-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,11,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014596,E14000629,18319,8,1,2019-11-23,"Sloane Square",0.490513,SW,SW3,"Metropolitan Police","",9C3XFRQR+88
SW3 4SU,No,51.489192,-0.159209,527900,178300,TQ279782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1990-02-01,1991-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,12,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014596,E14000629,18319,8,1,2019-11-23,"Sloane Square",0.399155,SW,SW3,"Metropolitan Police","",9C3XFRQR+M8
SW3 4SW,Yes,51.489758,-0.158543,527945,178364,TQ279783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2019-04-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.322152,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+WH
SW3 4SX,Yes,51.489018,-0.157877,527993,178283,TQ279782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",20,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.383556,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+JR
SW3 4SY,Yes,51.489018,-0.157877,527993,178283,TQ279782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",21,14,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.383556,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+JR
SW3 4SZ,Yes,51.489018,-0.157877,527993,178283,TQ279782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",34,18,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.383556,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+JR
SW3 4TA,Yes,51.489018,-0.157877,527993,178283,TQ279782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",29,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.383556,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+JR
SW3 4TB,Yes,51.488999,-0.157244,528037,178282,TQ280782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1981-06-01,,"Kensington and Chelsea, unparished area","",73,48,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014589,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.377085,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+H4
SW3 4TD,Yes,51.489522,-0.157309,528031,178340,TQ280783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",71,40,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,15,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014589,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.320397,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+R3
SW3 4TE,Yes,51.489198,-0.156717,528073,178305,TQ280783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",12,9,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014589,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.35169,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+M8
SW3 4TF,Yes,51.489772,-0.157145,528042,178368,TQ280783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",26,6,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,15,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014589,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.291114,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+W4
SW3 4TG,Yes,51.489467,-0.156678,528075,178335,TQ280783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",44,23,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,14,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014589,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.32171,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+Q8
SW3 4TH,Yes,51.489628,-0.158328,527960,178350,TQ279783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",37,30,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,14,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.329145,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+VM
SW3 4TJ,No,51.489215,-0.160649,527800,178300,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1990-02-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,8,1,2019-11-23,"Sloane Square",0.452724,SW,SW3,"Metropolitan Police","",9C3XFRQQ+MP
SW3 4TL,No,51.48926,-0.163528,527600,178300,TQ275783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1985-04-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014591,E14000629,26751,8,1,2019-11-23,"Sloane Square",0.596518,SW,SW3,"Metropolitan Police","",9C3XFRQP+PH
SW3 4TP,Yes,51.489958,-0.163313,527613,178378,TQ276783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",13,8,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,13,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,1,0,2019-11-23,"Sloane Square",0.542353,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQP+XM
SW3 4TQ,Yes,51.48977,-0.156521,528085,178369,TQ280783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",54,32,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,15,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.287783,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+W9
SW3 4TR,Yes,51.489974,-0.163197,527621,178380,TQ276783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",10,5,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,13,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,1,0,2019-11-23,"Sloane Square",0.534497,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQP+XP
SW3 4TT,No,51.490158,-0.163492,527600,178400,TQ275783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1991-01-01,1991-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,13,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,8,1,2019-11-23,"Sloane Square",0.542794,SW,SW3,"Metropolitan Police","",9C3XFRRP+3J
SW3 4TU,No,51.490158,-0.163492,527600,178400,TQ275783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1990-07-01,1992-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,13,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,8,1,2019-11-23,"Sloane Square",0.542794,SW,SW3,"Metropolitan Police","",9C3XFRRP+3J
SW3 4TW,Yes,51.489773,-0.157875,527991,178367,TQ279783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2004-09-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,14,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.303018,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+WV
SW3 4TX,Yes,51.490331,-0.162491,527669,178421,TQ276784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",1,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,12,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,1,0,2019-11-23,"Sloane Square",0.472515,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+42
SW3 4TY,No,51.490403,-0.162445,527672,178429,TQ276784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2016-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,12,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,1,1,2019-11-23,"Sloane Square",0.465933,SW,SW3,"Metropolitan Police","",9C3XFRRQ+52
SW3 4TZ,Yes,51.490858,-0.161678,527724,178481,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",16,8,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,10,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014351,E14000629,18775,1,0,2019-11-23,"Sloane Square",0.395907,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+88
SW3 4UA,No,51.490136,-0.162052,527700,178400,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.457392,SW,SW3,"Metropolitan Police","",9C3XFRRQ+35
SW3 4UB,No,51.490158,-0.163492,527600,178400,TQ275783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 014D","Urban major conurbation",London,13,1,E01002861,,E02000590,"Kensington and Chelsea 014",E43000210,E00014336,E14000629,18775,8,1,2019-11-23,"Sloane Square",0.542794,SW,SW3,"Metropolitan Police","",9C3XFRRP+3J
SW3 4UD,Yes,51.491506,-0.160557,527800,178555,TQ277785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",24,15,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012C","Urban major conurbation",London,14,1,E01002859,,E02000588,"Kensington and Chelsea 012",E43000210,E00014347,E14000629,23125,1,0,2019-11-23,"Sloane Square",0.297018,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+JQ
SW3 4UE,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4UG,Yes,51.491286,-0.160854,527780,178530,TQ277785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",1,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012C","Urban major conurbation",London,12,1,E01002859,,E02000588,"Kensington and Chelsea 012",E43000210,E00014342,E14000629,23125,1,0,2019-11-23,"Sloane Square",0.324723,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+GM
SW3 4UH,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2008-04-01,2010-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 4UJ,Yes,51.49162,-0.160394,527811,178568,TQ278785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1992-01-01,,"Kensington and Chelsea, unparished area","",12,11,"Greater London","Kensington and Chelsea","Kensington and Chelsea 012C","Urban major conurbation",London,14,1,E01002859,,E02000588,"Kensington and Chelsea 012",E43000210,E00014347,E14000629,23125,1,0,2019-11-23,"Sloane Square",0.282409,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+JR
SW3 4UL,No,51.488406,-0.166443,527400,178200,TQ274781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1990-07-01,1995-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,8,1,2019-11-23,"South Kensington",0.81495,SW,SW3,"Metropolitan Police","",9C3XFRQM+9C
